Customer ID,SKU,Issue,Failure Component,Claim Date,Resolution,Repair Cost
CUST-76535,SKU-APP-MBA-M2,Camera Sensor Artifacts,MagSafe 3 Connector,2023-06-23,Battery Replacement,223.59
CUST-58929,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,EcoSilence Drive Motor,2022-02-14,Unit Replaced Under Warranty,169.3
CUST-96127,SKU-DEL-XPS15-9530,Camera Sensor Artifacts,Intel i9-13900H Board,2022-12-20,Battery Replacement,178.11
CUST-54374,SKU-APP-MBA-M2,Camera Sensor Artifacts,MagSafe 3 Connector,2022-02-15,Screen Assembly Swapped,153.59
CUST-18270,SKU-SAM-GS23U-512,Physical Port Corruption,S-Pen Digitizer,2022-07-06,Claim Rejected - User Damage,218.95
CUST-15492,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,7-inch OLED Display,2022-02-14,Screen Assembly Swapped,71.68
CUST-14799,SKU-DYS-V15-DETECT,Drifting Analog Stick,HEPA Filtration Cylinder,2023-07-11,Unit Replaced Under Warranty,72.81
CUST-26315,SKU-SON-WH1000-M5,Camera Sensor Artifacts,Soft Fit Leather Earpads,2023-11-03,Battery Replacement,38.61
CUST-60678,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,7-cell Click-in Battery,2023-03-27,Claim Rejected - User Damage,115.36
CUST-78062,SKU-DYS-V15-DETECT,Physical Port Corruption,Laser Slim Fluffy Cleaner Head,2023-05-25,Claim Rejected - User Damage,62.1
CUST-33652,SKU-DEL-XPS15-9530,Wireless Connectivity Loss,Intel i9-13900H Board,2023-03-17,Battery Replacement,407.56
CUST-48750,SKU-BOS-WASH-SER8,Camera Sensor Artifacts,AquaStop Safety Valve,2022-03-23,Battery Replacement,99.44
CUST-68183,SKU-DEL-XPS15-9530,Water Seal Compromise,86Wh Battery Module,2023-03-13,Claim Rejected - User Damage,130.82
CUST-67008,SKU-DYS-V15-DETECT,Battery Drain / Rapid Discharge,7-cell Click-in Battery,2022-12-28,Claim Rejected - User Damage,87.1
CUST-77251,SKU-DEL-XPS15-9530,Screen Flicker / Dead Pixels,Intel i9-13900H Board,2023-10-15,Claim Rejected - User Damage,282.94
CUST-14561,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,Dynamic AMOLED 2X Screen,2023-11-26,Component Cleaned & Re-calibrated,211.73
CUST-84349,SKU-SAM-GS23U-512,Logic Board Power Failure,Dynamic AMOLED 2X Screen,2023-01-11,Claim Rejected - User Damage,111.55
CUST-58760,SKU-APP-IP14P-256,Thermal Throttling / Overheating,Triple Camera Module,2023-04-06,Claim Rejected - User Damage,274.54
CUST-51207,SKU-NIN-SWITCH-OLED,Water Seal Compromise,7-inch OLED Display,2023-06-27,Screen Assembly Swapped,46.65
CUST-60723,SKU-DEL-XPS15-9530,Screen Flicker / Dead Pixels,NVIDIA RTX 4070 GPU,2022-07-10,Battery Replacement,341.89
CUST-90199,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,EcoSilence Drive Motor,2023-12-22,Refurbished Board Soldered,126.3
CUST-69250,SKU-DEL-XPS15-9530,Logic Board Power Failure,86Wh Battery Module,2022-05-19,Battery Replacement,566.54
CUST-18511,SKU-SAM-GS23U-512,Screen Flicker / Dead Pixels,S-Pen Digitizer,2022-11-24,Claim Rejected - User Damage,184.61
CUST-93584,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,Heavy Weight Ballast Block,2022-06-11,Refurbished Board Soldered,186.58
CUST-28202,SKU-SAM-GS23U-512,Drifting Analog Stick,5000mAh Battery,2022-05-05,Screen Assembly Swapped,260.45
CUST-71263,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,30-hour Battery,2023-07-22,Refurbished Board Soldered,48.46
CUST-72739,SKU-BOS-WASH-SER8,Water Seal Compromise,VarioDrum Stainless Tub,2022-03-09,Battery Replacement,95.21
CUST-51553,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,Digital Touch Control Board,2022-03-17,Component Cleaned & Re-calibrated,53.45
CUST-82260,SKU-APP-MBA-M2,Physical Port Corruption,Magic Keyboard,2023-06-14,Claim Rejected - User Damage,150.75
CUST-17263,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,DIGIC X Image Processor Board,2023-05-30,Unit Replaced Under Warranty,488.55
CUST-39552,SKU-APP-MBA-M2,Thermal Throttling / Overheating,MagSafe 3 Connector,2022-06-18,Refurbished Board Soldered,84.12
CUST-82199,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,Cyclonic Dust Bin,2022-09-14,Battery Replacement,44.83
CUST-94015,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,NVIDIA RTX 4070 GPU,2023-07-01,Component Cleaned & Re-calibrated,84.33
CUST-89316,SKU-SAM-GS23U-512,Water Seal Compromise,200MP Camera Sensor,2022-06-25,Screen Assembly Swapped,182.44
CUST-94076,SKU-DYS-V15-DETECT,Battery Drain / Rapid Discharge,Cyclonic Dust Bin,2022-03-25,Battery Replacement,29.59
CUST-13969,SKU-CAN-EOS-R6M2,Logic Board Power Failure,5-axis In-Body Stabilizer,2023-03-03,Component Cleaned & Re-calibrated,339.62
CUST-99783,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Docking Station Mainboard,2022-11-06,Claim Rejected - User Damage,53.49
CUST-67619,SKU-LG-OLED65-C3,Physical Port Corruption,40W 2.2 Ch Speaker Array,2023-12-07,Battery Replacement,51.54
CUST-50970,SKU-LG-OLED65-C3,Physical Port Corruption,Power Supply Unit,2022-12-15,Screen Assembly Swapped,293.75
CUST-23917,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,HEPA Filtration Cylinder,2023-01-15,Screen Assembly Swapped,77.01
CUST-28465,SKU-DYS-V15-DETECT,Physical Port Corruption,Laser Slim Fluffy Cleaner Head,2022-10-01,Battery Replacement,70.41
CUST-30932,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,M2 SoC Logic Board,2023-09-23,Unit Replaced Under Warranty,177.62
CUST-77466,SKU-DYS-V15-DETECT,Camera Sensor Artifacts,Cyclonic Dust Bin,2022-06-13,Screen Assembly Swapped,75.32
CUST-61543,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,4310mAh Battery,2022-01-24,Unit Replaced Under Warranty,30.31
CUST-16624,SKU-BOS-WASH-SER8,Logic Board Power Failure,Digital Touch Control Board,2023-08-21,Screen Assembly Swapped,105.11
CUST-80345,SKU-DEL-XPS15-9530,Water Seal Compromise,86Wh Battery Module,2023-11-20,Claim Rejected - User Damage,323.82
CUST-62855,SKU-APP-IP14P-256,Wireless Connectivity Loss,Lithium-Ion Battery,2022-09-28,Screen Assembly Swapped,216.33
CUST-57516,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,Hyperdymium Motor,2023-08-07,Battery Replacement,81.74
CUST-82070,SKU-BOS-WASH-SER8,Screen Flicker / Dead Pixels,AquaStop Safety Valve,2023-06-01,Unit Replaced Under Warranty,127.23
CUST-61629,SKU-DEL-XPS15-9530,Water Seal Compromise,Carbon Fiber Palmrest,2022-05-12,Battery Replacement,644.18
CUST-76731,SKU-DYS-V15-DETECT,Drifting Analog Stick,HEPA Filtration Cylinder,2022-05-28,Refurbished Board Soldered,45.1
CUST-53652,SKU-LG-OLED65-C3,Battery Drain / Rapid Discharge,Magical Remote Sensor,2022-02-09,Battery Replacement,85.71
CUST-28321,SKU-NIN-SWITCH-OLED,Physical Port Corruption,Docking Station Mainboard,2023-09-13,Screen Assembly Swapped,77.69
CUST-49221,SKU-DYS-V15-DETECT,Camera Sensor Artifacts,Cyclonic Dust Bin,2023-02-07,Screen Assembly Swapped,125.05
CUST-83783,SKU-CAN-EOS-R6M2,Drifting Analog Stick,5-axis In-Body Stabilizer,2023-06-30,Component Cleaned & Re-calibrated,274.33
CUST-64596,SKU-DEL-XPS15-9530,Battery Drain / Rapid Discharge,86Wh Battery Module,2022-12-06,Refurbished Board Soldered,452.87
CUST-95929,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,5-axis In-Body Stabilizer,2023-05-01,Component Cleaned & Re-calibrated,160.15
CUST-32349,SKU-CAN-EOS-R6M2,Logic Board Power Failure,Magnesium Alloy Frame,2022-02-22,Claim Rejected - User Damage,322.01
CUST-85047,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,Heavy Weight Ballast Block,2023-11-29,Screen Assembly Swapped,79.98
CUST-64127,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,Liquid Retina Panel,2022-11-18,Unit Replaced Under Warranty,177.85
CUST-18163,SKU-SON-WH1000-M5,Drifting Analog Stick,30-hour Battery,2023-04-28,Component Cleaned & Re-calibrated,60.79
CUST-72701,SKU-SAM-GS23U-512,Logic Board Power Failure,200MP Camera Sensor,2022-11-29,Component Cleaned & Re-calibrated,263.55
CUST-54869,SKU-BOS-WASH-SER8,Camera Sensor Artifacts,Digital Touch Control Board,2023-04-16,Screen Assembly Swapped,232.05
CUST-42311,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,AquaStop Safety Valve,2023-05-11,Component Cleaned & Re-calibrated,68.64
CUST-37168,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,Carbon Fiber Palmrest,2022-11-01,Screen Assembly Swapped,514.7
CUST-45842,SKU-NIN-SWITCH-OLED,Physical Port Corruption,Joy-Con Rail Controls,2023-07-28,Refurbished Board Soldered,80.09
CUST-61712,SKU-DEL-XPS15-9530,Water Seal Compromise,Intel i9-13900H Board,2023-07-11,Claim Rejected - User Damage,266.11
CUST-20358,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,Laser Slim Fluffy Cleaner Head,2022-10-22,Battery Replacement,121.49
CUST-80592,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,7-cell Click-in Battery,2023-05-06,Claim Rejected - User Damage,46.61
CUST-86917,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,Carbon Fiber Palmrest,2022-04-22,Screen Assembly Swapped,415.95
CUST-40518,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,Dual Noise Canceling Chips,2023-06-28,Claim Rejected - User Damage,34.25
CUST-28018,SKU-APP-IP14P-256,Wireless Connectivity Loss,Lithium-Ion Battery,2023-04-29,Refurbished Board Soldered,51.44
CUST-72350,SKU-APP-IP14P-256,Thermal Throttling / Overheating,Triple Camera Module,2023-10-31,Unit Replaced Under Warranty,270.91
CUST-21725,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Tegra X1 System Board,2022-10-20,Refurbished Board Soldered,63.11
CUST-32946,SKU-CAN-EOS-R6M2,Drifting Analog Stick,DIGIC X Image Processor Board,2022-02-08,Claim Rejected - User Damage,489.83
CUST-47941,SKU-LG-OLED65-C3,Battery Drain / Rapid Discharge,alpha9 AI Processor Gen6 Board,2023-05-23,Unit Replaced Under Warranty,107.54
CUST-53914,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,Lithium-Ion Battery,2023-09-10,Component Cleaned & Re-calibrated,53.22
CUST-27589,SKU-DEL-XPS15-9530,Drifting Analog Stick,86Wh Battery Module,2023-05-21,Component Cleaned & Re-calibrated,589.68
CUST-70150,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,Digital Touch Control Board,2022-04-26,Screen Assembly Swapped,100.07
CUST-84420,SKU-DEL-XPS15-9530,Battery Drain / Rapid Discharge,NVIDIA RTX 4070 GPU,2022-12-12,Claim Rejected - User Damage,527.14
CUST-77538,SKU-SON-WH1000-M5,Water Seal Compromise,Dual Noise Canceling Chips,2023-02-20,Claim Rejected - User Damage,58.91
CUST-28430,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,Hyperdymium Motor,2022-04-08,Claim Rejected - User Damage,43.66
CUST-68554,SKU-NIN-SWITCH-OLED,Logic Board Power Failure,Joy-Con Rail Controls,2022-09-25,Battery Replacement,47.63
CUST-95679,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,4K OLED Touch Display,2023-08-10,Component Cleaned & Re-calibrated,32.26
CUST-30934,SKU-DYS-V15-DETECT,Battery Drain / Rapid Discharge,Laser Slim Fluffy Cleaner Head,2022-05-02,Claim Rejected - User Damage,72.0
CUST-48671,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,Magical Remote Sensor,2022-05-01,Claim Rejected - User Damage,307.95
CUST-69634,SKU-DYS-V15-DETECT,Logic Board Power Failure,Cyclonic Dust Bin,2022-05-17,Screen Assembly Swapped,73.3
CUST-80453,SKU-CAN-EOS-R6M2,Wireless Connectivity Loss,5-axis In-Body Stabilizer,2023-07-17,Claim Rejected - User Damage,489.61
CUST-57419,SKU-SON-WH1000-M5,Water Seal Compromise,Dual Noise Canceling Chips,2023-06-23,Battery Replacement,43.32
CUST-36497,SKU-APP-MBA-M2,Screen Flicker / Dead Pixels,MagSafe 3 Connector,2023-07-15,Battery Replacement,354.55
CUST-67912,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,Magnesium Alloy Frame,2022-12-02,Screen Assembly Swapped,459.93
CUST-68390,SKU-APP-MBA-M2,Water Seal Compromise,Liquid Retina Panel,2022-04-04,Unit Replaced Under Warranty,353.09
CUST-17567,SKU-APP-IP14P-256,Thermal Throttling / Overheating,Titanium Frame,2023-03-02,Component Cleaned & Re-calibrated,145.14
CUST-10395,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,Digital Touch Control Board,2022-01-23,Claim Rejected - User Damage,114.88
CUST-18357,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,Integrated Microphone Array,2023-03-10,Battery Replacement,39.13
CUST-33590,SKU-BOS-WASH-SER8,Screen Flicker / Dead Pixels,EcoSilence Drive Motor,2022-02-02,Unit Replaced Under Warranty,90.17
CUST-59479,SKU-SAM-GS23U-512,Camera Sensor Artifacts,S-Pen Digitizer,2023-04-05,Unit Replaced Under Warranty,232.84
CUST-25549,SKU-LG-OLED65-C3,Drifting Analog Stick,65-inch Self-lit OLED Panel,2023-11-01,Screen Assembly Swapped,406.11
CUST-39188,SKU-SAM-GS23U-512,Wireless Connectivity Loss,200MP Camera Sensor,2022-05-11,Component Cleaned & Re-calibrated,198.96
CUST-65591,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,Lithium-Ion Battery,2023-11-21,Unit Replaced Under Warranty,214.12
CUST-46129,SKU-BOS-WASH-SER8,Logic Board Power Failure,Digital Touch Control Board,2023-04-17,Screen Assembly Swapped,103.58
CUST-12050,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,30mm Driver Units,2023-03-06,Claim Rejected - User Damage,50.21
CUST-88352,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,Dual Noise Canceling Chips,2023-09-01,Battery Replacement,26.38
CUST-38477,SKU-APP-IP14P-256,Battery Drain / Rapid Discharge,OLED Display Assembly,2023-03-26,Unit Replaced Under Warranty,86.63
CUST-85511,SKU-APP-IP14P-256,Drifting Analog Stick,OLED Display Assembly,2022-08-28,Refurbished Board Soldered,239.55
CUST-28777,SKU-DYS-V15-DETECT,Water Seal Compromise,Cyclonic Dust Bin,2022-11-25,Claim Rejected - User Damage,48.93
CUST-87550,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,VarioDrum Stainless Tub,2022-10-09,Refurbished Board Soldered,38.84
CUST-94320,SKU-SAM-GS23U-512,Drifting Analog Stick,S-Pen Digitizer,2022-02-18,Unit Replaced Under Warranty,257.38
CUST-49306,SKU-LG-OLED65-C3,Camera Sensor Artifacts,Magical Remote Sensor,2023-03-03,Claim Rejected - User Damage,205.86
CUST-49418,SKU-LG-OLED65-C3,Drifting Analog Stick,alpha9 AI Processor Gen6 Board,2022-09-04,Unit Replaced Under Warranty,401.26
CUST-83044,SKU-SAM-GS23U-512,Battery Drain / Rapid Discharge,S-Pen Digitizer,2023-02-27,Component Cleaned & Re-calibrated,256.3
CUST-94765,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,VarioDrum Stainless Tub,2022-09-19,Screen Assembly Swapped,71.16
CUST-34966,SKU-APP-MBA-M2,Camera Sensor Artifacts,Magic Keyboard,2023-07-03,Battery Replacement,289.47
CUST-19539,SKU-APP-IP14P-256,Wireless Connectivity Loss,A16 Bionic Logic Board,2023-09-12,Claim Rejected - User Damage,183.57
CUST-53642,SKU-SON-WH1000-M5,Drifting Analog Stick,Integrated Microphone Array,2023-05-06,Screen Assembly Swapped,33.56
CUST-72773,SKU-DEL-XPS15-9530,Logic Board Power Failure,Intel i9-13900H Board,2022-05-01,Screen Assembly Swapped,499.27
CUST-47101,SKU-SON-WH1000-M5,Logic Board Power Failure,Integrated Microphone Array,2022-09-03,Unit Replaced Under Warranty,47.64
CUST-57139,SKU-LG-OLED65-C3,Drifting Analog Stick,Power Supply Unit,2023-01-03,Claim Rejected - User Damage,161.63
CUST-51973,SKU-BOS-WASH-SER8,Physical Port Corruption,Digital Touch Control Board,2023-04-26,Battery Replacement,197.89
CUST-39002,SKU-SON-WH1000-M5,Camera Sensor Artifacts,Soft Fit Leather Earpads,2022-02-16,Unit Replaced Under Warranty,48.06
CUST-64732,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,Dynamic AMOLED 2X Screen,2023-08-22,Component Cleaned & Re-calibrated,163.42
CUST-42208,SKU-DEL-XPS15-9530,Logic Board Power Failure,NVIDIA RTX 4070 GPU,2022-08-24,Refurbished Board Soldered,266.2
CUST-94108,SKU-NIN-SWITCH-OLED,Camera Sensor Artifacts,Docking Station Mainboard,2023-05-16,Refurbished Board Soldered,82.02
CUST-81636,SKU-NIN-SWITCH-OLED,Thermal Throttling / Overheating,4310mAh Battery,2022-12-27,Claim Rejected - User Damage,34.99
CUST-19742,SKU-NIN-SWITCH-OLED,Drifting Analog Stick,Tegra X1 System Board,2022-03-02,Claim Rejected - User Damage,55.91
CUST-29795,SKU-APP-IP14P-256,Wireless Connectivity Loss,Lithium-Ion Battery,2023-10-08,Screen Assembly Swapped,85.87
CUST-93588,SKU-APP-IP14P-256,Drifting Analog Stick,OLED Display Assembly,2023-01-18,Unit Replaced Under Warranty,40.9
CUST-63914,SKU-CAN-EOS-R6M2,Physical Port Corruption,EVF Display Module,2022-01-07,Battery Replacement,295.9
CUST-47576,SKU-APP-IP14P-256,Drifting Analog Stick,Lithium-Ion Battery,2022-10-09,Claim Rejected - User Damage,165.9
CUST-78732,SKU-APP-IP14P-256,Wireless Connectivity Loss,Triple Camera Module,2022-04-20,Screen Assembly Swapped,266.45
CUST-56457,SKU-SAM-GS23U-512,Logic Board Power Failure,Snapdragon 8 Gen 2 Board,2023-06-24,Component Cleaned & Re-calibrated,85.33
CUST-41877,SKU-DEL-XPS15-9530,Screen Flicker / Dead Pixels,86Wh Battery Module,2023-02-20,Refurbished Board Soldered,316.46
CUST-22255,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,Soft Fit Leather Earpads,2023-10-28,Claim Rejected - User Damage,56.14
CUST-11238,SKU-LG-OLED65-C3,Wireless Connectivity Loss,Power Supply Unit,2023-05-03,Component Cleaned & Re-calibrated,49.86
CUST-84167,SKU-SAM-GS23U-512,Physical Port Corruption,Dynamic AMOLED 2X Screen,2023-10-23,Unit Replaced Under Warranty,212.47
CUST-84289,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,MagSafe 3 Connector,2022-08-05,Screen Assembly Swapped,353.96
CUST-81176,SKU-NIN-SWITCH-OLED,Battery Drain / Rapid Discharge,Joy-Con Rail Controls,2023-12-02,Battery Replacement,79.61
CUST-86943,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,24.2MP CMOS Full-Frame Sensor,2022-01-17,Refurbished Board Soldered,514.39
CUST-84277,SKU-SAM-GS23U-512,Screen Flicker / Dead Pixels,S-Pen Digitizer,2022-06-16,Refurbished Board Soldered,159.79
CUST-20279,SKU-LG-OLED65-C3,Camera Sensor Artifacts,Magical Remote Sensor,2022-05-24,Unit Replaced Under Warranty,375.19
CUST-19963,SKU-BOS-WASH-SER8,Battery Drain / Rapid Discharge,AquaStop Safety Valve,2023-03-24,Battery Replacement,77.7
CUST-52778,SKU-DYS-V15-DETECT,Water Seal Compromise,Cyclonic Dust Bin,2023-02-11,Component Cleaned & Re-calibrated,122.86
CUST-59207,SKU-APP-IP14P-256,Physical Port Corruption,A16 Bionic Logic Board,2022-08-22,Unit Replaced Under Warranty,118.58
CUST-91083,SKU-LG-OLED65-C3,Water Seal Compromise,alpha9 AI Processor Gen6 Board,2023-01-25,Claim Rejected - User Damage,62.96
CUST-93086,SKU-DEL-XPS15-9530,Screen Flicker / Dead Pixels,NVIDIA RTX 4070 GPU,2022-10-02,Battery Replacement,122.93
CUST-50405,SKU-SAM-GS23U-512,Camera Sensor Artifacts,S-Pen Digitizer,2022-04-20,Refurbished Board Soldered,46.87
CUST-66489,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Joy-Con Rail Controls,2022-05-16,Battery Replacement,30.15
CUST-21746,SKU-NIN-SWITCH-OLED,Drifting Analog Stick,Docking Station Mainboard,2023-02-22,Component Cleaned & Re-calibrated,31.09
CUST-60493,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,Cyclonic Dust Bin,2023-09-05,Component Cleaned & Re-calibrated,104.23
CUST-83339,SKU-APP-IP14P-256,Wireless Connectivity Loss,A16 Bionic Logic Board,2022-03-28,Unit Replaced Under Warranty,215.63
CUST-28198,SKU-SON-WH1000-M5,Drifting Analog Stick,Integrated Microphone Array,2023-12-03,Screen Assembly Swapped,40.61
CUST-66973,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,4K OLED Touch Display,2022-05-30,Unit Replaced Under Warranty,65.17
CUST-42321,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,86Wh Battery Module,2022-03-20,Unit Replaced Under Warranty,254.31
CUST-49932,SKU-NIN-SWITCH-OLED,Water Seal Compromise,Docking Station Mainboard,2023-04-14,Screen Assembly Swapped,31.31
CUST-53193,SKU-APP-IP14P-256,Camera Sensor Artifacts,Titanium Frame,2023-01-25,Component Cleaned & Re-calibrated,236.47
CUST-52030,SKU-NIN-SWITCH-OLED,Wireless Connectivity Loss,Joy-Con Rail Controls,2023-09-01,Claim Rejected - User Damage,33.03
CUST-51830,SKU-CAN-EOS-R6M2,Physical Port Corruption,DIGIC X Image Processor Board,2022-07-01,Refurbished Board Soldered,515.97
CUST-61502,SKU-DEL-XPS15-9530,Water Seal Compromise,86Wh Battery Module,2022-11-30,Screen Assembly Swapped,263.8
CUST-33583,SKU-DYS-V15-DETECT,Water Seal Compromise,Hyperdymium Motor,2023-08-30,Screen Assembly Swapped,125.72
CUST-48185,SKU-BOS-WASH-SER8,Physical Port Corruption,EcoSilence Drive Motor,2022-08-03,Claim Rejected - User Damage,124.53
CUST-43119,SKU-APP-MBA-M2,Physical Port Corruption,Magic Keyboard,2023-10-11,Screen Assembly Swapped,135.53
CUST-72814,SKU-SAM-GS23U-512,Wireless Connectivity Loss,S-Pen Digitizer,2023-04-05,Battery Replacement,261.78
CUST-14818,SKU-CAN-EOS-R6M2,Drifting Analog Stick,EVF Display Module,2023-12-10,Component Cleaned & Re-calibrated,237.92
CUST-42536,SKU-DYS-V15-DETECT,Water Seal Compromise,Cyclonic Dust Bin,2022-03-29,Claim Rejected - User Damage,36.05
CUST-98797,SKU-DYS-V15-DETECT,Water Seal Compromise,Laser Slim Fluffy Cleaner Head,2023-07-31,Battery Replacement,124.34
CUST-39098,SKU-LG-OLED65-C3,Wireless Connectivity Loss,40W 2.2 Ch Speaker Array,2022-01-11,Battery Replacement,68.68
CUST-68429,SKU-BOS-WASH-SER8,Drifting Analog Stick,Heavy Weight Ballast Block,2023-12-06,Component Cleaned & Re-calibrated,155.58
CUST-29758,SKU-DYS-V15-DETECT,Physical Port Corruption,7-cell Click-in Battery,2023-08-26,Claim Rejected - User Damage,94.73
CUST-21253,SKU-DYS-V15-DETECT,Physical Port Corruption,Hyperdymium Motor,2022-10-30,Battery Replacement,67.01
CUST-37114,SKU-APP-MBA-M2,Camera Sensor Artifacts,Liquid Retina Panel,2022-12-18,Refurbished Board Soldered,191.2
CUST-69303,SKU-BOS-WASH-SER8,Camera Sensor Artifacts,Digital Touch Control Board,2022-04-10,Unit Replaced Under Warranty,124.46
CUST-54967,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,Hyperdymium Motor,2023-12-29,Battery Replacement,36.62
